Ea_gen_code,Name,Type,Primary_fuel,Secondary_fuel,Prime_mover_1,Prime_mover_2,Cogeneration,Capacity_MW,Capacity_change_MW,Largest_unit_MW,Primary_efficiency,Generating_units_number,Generating_units_notes,Year,Status,Cooling_type,Cooling_source,Group_name,Group_order,Owner_1,Owner_2,Operator,Connection_type,Avg_Ann_Gen_GWh,Hydro_max_storage_m3,Basin,Regional_auth,Region_name,Island_name,Node_name,GIP substation,Lifetime,Lifetime_notes,Comments,Data_source,lat,long
wairakei,Wairakei (A&B),Geothermal,Geothermal triple flash,,back pressure turbine (BPT),condensed steam turbine (CST),N,163,,30,,10,"7 x 11.2 MW, 3 x 30 MW, 1 x 5 MW = 173.4 MW (unit 6, 11.2 MW may have been decomissioned = 162.2 MW)",1958,Operational,River,Waikato river,,,Contact Energy,,Contact,Grid,979,,Wairakei-Tauhara,,WTO - Waikato,NI,WRK2201,WRK,2008,yr built+50,"The Wairakei power plant is situated above a large geothermal system containing water at temperatures up to 240°C. Currently, about 5,000 tonnes per hour of fluid is taken from the reservoir. This is separated into roughly 1,500 tonnes per hour of steam and 3,500 tonnes per hour of water at a temperature of about 130°C. Dry steam is also taken from shallow production wells (up to 500 m depth) and piped directly to the turbines. The steam is directed towards the turbines through the network of pipes around the Wairakei steam field. Once steam has passed through the turbines it is condensed within 'direct contact' condensers. This cooling system uses water pumped from the adjacent Waikato River. After use, the cooling water and steam condensate is discharged back into the river. Gases found in the steam supply are pumped from the condenser and released to the air via gas stacks situated on the power station roof. The hot geothermal water is discharged into a system of drains (that lead to the Waikato River), or it is injected back into the ground. The Binary Plant uses heat energy in waste hot water to drive two 8 MW generators. However the binary plant needs about 2MW of power just to run its own pumps and fans so the overall generation is 14MW","NZ Geothermal Association (2019), https://www.power-technology.com/marketdata/wairakei-geothermal-power-plant-new-zealand/ for gen. units and cap. (2021)",-38.62563743,176.103681
wairakei,Wairakei Binary,Geothermal,Geothermal Binary,,binary,,N,14,,14,,1,1 x 14 MW (inferred from largest unit),2005,Operational,Air,,,,Contact Energy,,Contact,Grid,83,,Wairakei-Tauhara,,WTO - Waikato,NI,WRK2201,WRK,2055,yr built+50,"The Wairakei power plant is situated above a large geothermal system containing water at temperatures up to 240°C. Currently, about 5,000 tonnes per hour of fluid is taken from the reservoir. This is separated into roughly 1,500 tonnes per hour of steam and 3,500 tonnes per hour of water at a temperature of about 130°C. Dry steam is also taken from shallow production wells (up to 500 m depth) and piped directly to the turbines. The steam is directed towards the turbines through the network of pipes around the Wairakei steam field. Once steam has passed through the turbines it is condensed within 'direct contact' condensers. This cooling system uses water pumped from the adjacent Waikato River. After use, the cooling water and steam condensate is discharged back into the river. Gases found in the steam supply are pumped from the condenser and released to the air via gas stacks situated on the power station roof. The hot geothermal water is discharged into a system of drains (that lead to the Waikato River), or it is injected back into the ground. The Binary Plant uses heat energy in waste hot water to drive two 8 MW generators. However the binary plant needs about 2MW of power just to run its own pumps and fans so the overall generation is 14MW",NZ Geothermal Association (2019),-38.62563743,176.103681
argyle_wairau,Wairau,Hydroelectric,Water,,hydrokinetic turbine,,N,7.2,,7.2,,1,1 x 7.2 MW,1983,Operational,,,Branch River Power Scheme,2,Trustpower,,Trustpower,Grid,31,0,Branch River,Tasman,NEL - Nelson/Malbourough,SI,ARG1101,ARG,,,"Investigations into the feasibility of Branch River Power scheme began in 1978, and following a detailed investigation in 1980 finance was approved with construction beginning soon afterwards. Canal filling commenced in March 1983, with generation commencing at the Wairau Power House in June, and at Argyle two months later. A run of the river scheme with daily storage, the water first passes through the Argyle station of 3800kw capacity with a head of 21.9 meters. A 3385 meter canal then carries the water to the Wairau Power Station of 7200kw at a head of 41.3 metres. CDS output data is believed to be net of some local load.",EA exisiting generating plants (2015),-41.6480946,173.2241981
,Wairere Falls,Hydroelectric,Water,,hydrokinetic turbine,,N,4.9,,3.3,,2,,1963,Operational,,,,,King Country Energy,,King Country Energy,Embedded,18,,,,CEN - Central,NI,BWK1101,BWK,,,"The Mokau River has a catchment area of 580 square kilometers, dammed by a concrete dam rising 3.5 meters in height above the top of the falls. The original power station was commissioned in 1925 beside the Wairere Falls (turbine 1) with just one machine giving an output of 490 kilowatts. Later three more machines were added in 1938 (turbine 2), 1952 (turbine 3) and 1981 (turbine 4) with associated penstocks, buildings and tailraces.",EA exisiting generating plants (2015),-38.53150901,175.0082661
,Wairoa,Thermal,Unknown,,,,N,0.8,,0.8,0,1,1 x 0.8 MW (inferred as largest unit = cap.),,,,,,,Eastland Networks,,Contact Energy,Embedded,0.2,,,,HBY - Hawkes Bay,NI ,WRA0111,WRA,,,GWh and MW data from Centralised Dataset 2006 calendar year. Location estimated (Wairoa town),EA exisiting generating plants (2015),-39.03479565,177.4172835
,Wairua Falls,Hydroelectric,Water,,hydrokinetic turbine,,N,2,,,,2,,1914,Installed,,,,,Northpower,,Meridian Energy,Embedded,,,,,NIS - North Isthmus,NI,ONG0331,ONG,,,The station was upgraded from 3.6MW to 5MW in 2007. A 5 MW generator would give approximately 22 GWh p.a. (50% plant factor).,EA exisiting generating plants (2015),-35.7570359,174.0674331
,Wairua Falls,Hydroelectric,Water,,hydrokinetic turbine,,N,3,1,,,3,,1940,Installed,,,,,Northpower,,Meridian Energy,Embedded,,,,,NIS - North Isthmus,NI,ONG0331,ONG,,,The station was upgraded from 3.6MW to 5MW in 2007. A 5 MW generator would give approximately 22 GWh p.a. (50% plant factor).,EA exisiting generating plants (2015),-35.7570359,174.0674331
,Wairua Falls,Hydroelectric,Water,,hydrokinetic turbine,,N,5,2,,,4,,2007,Installed,,,,,Northpower,,Meridian Energy,Embedded,22,,,,NIS - North Isthmus,NI,ONG0331,ONG,,,The station was upgraded from 3.6MW to 5MW in 2007. A 5 MW generator would give approximately 22 GWh p.a. (50% plant factor).,EA exisiting generating plants (2015),-35.7570359,174.0674331
,Wairua Falls,Hydroelectric,Water,,hydrokinetic turbine,,N,5,,,,4,,2007,Operational,,,,,Northpower,,Meridian Energy,Embedded,22,,,,NIS - North Isthmus,NI,ONG0331,ONG,,,The station was upgraded from 3.6MW to 5MW in 2007. A 5 MW generator would give approximately 22 GWh p.a. (50% plant factor).,EA exisiting generating plants (2015),-35.7570359,174.0674331
waitaki,Waitaki,Hydroelectric,Water,,hydrokinetic turbine,,N,105,,15,0.162,7,7 x 15 MW,1936,Operational,,,Waitaki Hydro Scheme,8,Meridian Energy,,Meridian Energy,Grid,500,12,Waitaki,ECan,OTG - Otago/Southland,SI,WTK0111,WTK,2025,consent expiry,"It was constructed in two parts, starting with a cofferdam (a temporary dam used to hold water during construction) to divert water to the Otago (south) side of the river. The other part was built on the Canterbury (north) side of the river, with 11 sluice gates enabling water to flow through while the second section was being built on the Otago side. The station’s powerhouse was completed in 1934 after the dam was built. It was made of reinforced concrete and was 109 metres long. It was extended to 152 metres in the early 1950s to house the last set of new generators. The station’s first two generators were commissioned in 1935, and a third generator in 1940. Two more generators were installed in 1941 and 1949, bringing the station to its capacity of 75 MW. In 1952 the Pukaki and Tekapo water storage projects were finished, and the power station took advantage of the improved water flow. The station’s sixth and seventh generators – each 15 MW – were installed in 1954, and the station increased its capacity to the present-day level of 105 MW. 'The Waitaki is the last station of the system and must be operated to maintain the minimum flow requirements under the Waitaki Water Allocation Rules. In 2011 one of the units (Unit 3) was mothballed, bringing the operating capacity back down to 90 MW.",MBIE hydro large scale stack update (2020); EA exisiting generating plants (2015),-44.6891,170.4265
,Watercare Clevedon,Thermal,Unknown,,,,N,0,,0,0,,,,,,,,,Watercare Services,,Meridian Energy,Embedded,0,,,,AKL - Auckland,NI ,TAK0331,TAK,,,GWh and MW data from Centralised Dataset 2006 calendar year. Location estimated (Ardmore treatment plant),EA exisiting generating plants (2015),-37.04251987,175.0228791
,Watercare Cossey's Dam (this is a water supply dam),Hydroelectric,Water,,hydrokinetic turbine,,N,0,,0,,1,,,,,,,,Counties Power,,Mercury,Embedded,0,,,,AKL - Auckland,NI,MPE0331,MPE,,,Water supply dam?,EA exisiting generating plants (2015),-37.05968696,175.1065458
,Watercare Mangere,Thermal,Biogas,,,,Y,7,,7,0,1,1 x 7MW (inferred as largest unit = cap.),2003,,,,,,Watercare Services,,Mighty River Power,Embedded,0.1,,,,AKL - Auckland,NI ,MNG0331,MNG,,,Total annual injection into local network less than 0.1 GWh for 2006/07 in CDS,EA exisiting generating plants (2015),-36.96481,174.77634
,Watercare Wairoa Dam (this is a water supply dam),Hydroelectric,Water,,hydrokinetic turbine,,N,0,,0,,1,,,,,,,,Counties Power,,Mercury,Embedded,0,,,,AKL - Auckland,NI,BOB0331,BOB,,,Water supply dam?,EA exisiting generating plants (2015),-37.1032703,175.1184597
,"Watercare Waitakere (reservoir/water supply dam, not hydro-electric)",Hydroelectric,Water,,hydrokinetic turbine,,N,0,,0.03,,1,,,,,,,,United Networks ,,Trustpower,Embedded,0.1,,,,NIS - North Isthmus,NI,BOB0331,BOB,,,GWh and MW data from Centralised Dataset 2006 calendar year. Water supply dam?,EA exisiting generating plants (2015),-36.89895587,174.5296241
,Weld Cone Wind,Wind,Wind,,,,,0.75,,0.25,,3,3 x 0.25 MW,2010,Operational,,,,,Energy3,,Meridian Energy,Embedded,3,,,,NEL - Nelson/Marlbourough,SI ,BLN0331,BLN,,,"The wind farm's three turbines are secondhand Micon 530 wind turbines, each with a capacity of 250kW. They were brought in from Germany and Denmark and refurbished in Christchurch.",EA exisiting generating plants (2015),-41.84538,174.16291
,Wellington Hospital,Thermal,Natural gas,Fuel oil,,,Y,10,,2,0,,,1981,,,,,,Vector,,Meridian Energy,Embedded,0,,,,WEL - Wellington,NI ,CPK0331,CPK,,,"Total annual injection into local network less than 0.1GWh per annum from CDS. Primarily used for backup. Consumption mainly internal to hospital when running. 4x Merriless-Blackstone 8cyl recip diesels with Brush Alternators 2.5MW rated, 2.0MW MCR",EA exisiting generating plants (2015),-41.28646,174.77624
,Wellington Wind Turbine,Wind,Wind,,,,,0.2,0.2,0.2,,1,1 x 0.2 MW,1993,Installed,,,,,Meridian Energy,,Meridian Energy,Embedded,,,,,WEL - Wellington,NI ,CPK0331,CPK,,,GWh and MW data from Centralised Dataset 2006 calendar year,EA exisiting generating plants (2015),-41.31094882,174.7449249
,Wellington Wind Turbine,Wind,Wind,,,,,0.9,0.9,0.9,,1,1 x 0.9 MW,2016,Replaced,,,,,Meridian Energy,,Meridian Energy,Embedded,0.87,,,,WEL - Wellington,NI ,CPK0331,CPK,,,,https://www.meridianenergy.co.nz/power-stations/wind/brooklyn,-41.31094882,174.7449249
,Wellington Wind Turbine,Wind,Wind,,,,,0.2,,0.2,,1,1 x 0.9 MW,2023,Temporarily out of action,,,,,Meridian Energy,,Meridian Energy,Embedded,0.87,,,,WEL - Wellington,NI ,CPK0331,CPK,,,GWh and MW data from Centralised Dataset 2006 calendar year,"EA exisiting generating plants (2015), https://www.meridianenergy.co.nz/power-stations/wind/brooklyn",-41.31094882,174.7449249
west_wind,West Wind,Wind,Wind,,,,N,143,,2.3,,62,62 x 2.3 MW,2009,Operational,,,,,Meridian Energy,,Meridian Energy,Grid,550,,,,WEL - Wellington,NI ,"WWD1102, WWD1103",,,,,EA exisiting generating plants (2015),-41.25051,174.69074
whakamaru,Whakamaru,Hydroelectric,Water,,hydrokinetic turbine,,N,124,,31,0.315,4,"4 x 31.8 MW (assuming installation was completed in 2020 as described, Andritz Group)",1956,Operational,,,Waikato Hydro Scheme,4,Mercury,,Mercury,Grid,494,11,Waikato,Waikato,WTO - Waikato,NI,WKM2201,WKM,2041,consent expiry,"The Whakamaru power station plays a pivotal role in the Waikato River hydro system. As well as being a significant contributor of electricity to the national grid, its main switching station receives generated power from all the upper Waikato stations, supplying the transmission system that leads north to Otahuhu and South to Bunnythorpe and Haywards.",MBIE hydro large scale stack update (2020); EA exisiting generating plants (2015),-38.4196,175.80874
,Whangarei,Thermal,Unknown,,,,N,0,,0,0,,,,,,,,,Northland District Health Board,,Meridian Energy,Embedded,0,,,,NIS - North Isthmus,NI ,MPE0331,MPE,,,GWh and MW data from Centralised Dataset 2006 calendar year,EA exisiting generating plants (2015),-35.73134124,174.3052825
wheao_flaxy,Wheao,Hydroelectric,Water,,hydrokinetic turbine,,N,24,,12,,2,2 x 12 MW,1982,Operational,,,,,Trustpower,,Trustpower,Grid,115,0,Wheao,Bay of Plenty,BOP - Bay of Plenty,NI,ROT0111,ROT,2026,consent expiry,"The Wheao and Flaxy scheme had it's beginnings in 1974, with the scheme being commissioned in 1980. The Wheao Hydro Electric Scheme, in the Kaingaroa forest is 82km from Rotorua, 25km from Murupara and 74km from Taupo. The 26MW scheme produces power using water from the Wheao and Rangitaiki Rivers as well as from Flaxy creek. Water from the the Rangitaiki River flows along a 4.7 kilometre open canal into the Wheao penstock intake. When a lot of power is needed the Flaxy Power Station supplements supply. A complex arrangement of canals, tunnels and pipelines feed the water from the upper Wheao River and Flaxy Creek to the Flaxy Power station.",MBIE hydro large scale stack update (2020); EA exisiting generating plants (2015),-38.63295672,176.5779576
whirinaki,Whirinaki,Thermal,Diesel,,open cycle gas turbine (OCGT),,N,155,,52,11000,,,2004,Operational,,,,,Contact,,Contact,Grid,9,,,,HBY - Hawkes Bay,NI ,WHI2201,WHI,2029,,,MBIE thermal stack update (2020); EA exisiting generating plants (2015),-39.37828,176.89199
,Whisper Tech,Thermal,Unknown,,,,N,0,,0.002,0,,,,,,,,,Whisper Tech,,Meridian Energy,Embedded,0,,,,CAN - Canterbury,SI ,SBK0331,SBK,,,GWh and MW data from Centralised Dataset 2006 calendar year,EA exisiting generating plants (2015),-43.52800271,172.641555
white_hill,White Hill,Wind,Wind,,,,N,58,,2,,29,29 x 2 MW,2007,Operational,,,,,Meridian Energy,,Meridian Energy,Embedded,200,,,,OTG - Otago/Southland,SI ,NMA0331,NMA,,,Estimated GWh assumes 40% load factor,EA exisiting generating plants (2015),-45.76667,168.3
,Whitford Landfill,Thermal,Biogas,,,,N,3,,1,0,3,3 x 1 MW,,,,,,,Waste Management,,Trustpower,Embedded,20,,,,AKL - Auckland,NI ,TAK0331,TAK,,,,EA exisiting generating plants (2015),-36.93578197,174.9925289
,Wye Creek,Hydroelectric,Water,,hydrokinetic turbine,,N,1.4,1,1.4,,2,"1 x 0.4 MW, 1 x 1 MW",1991,Installed,,,,,Pioneer Generation,,Trustpower,Embedded,,,,,OTG - Otago/Southland,SI,HEN0331,HEN,,,"Wye Creek was shut down in 2008 after a pressure build up caused the generator to hurle through a wall into the creek. The scheme is run of the river. Water is collected from small intakes on the north and south branches of Wye Creek which fee 1350m of pipeline varying from 450mm to 600mm in diameter, which in turn supply a small power house downstream of the State Highway 6 road bridge. The scheme was upgraded in 1991 with the addition of a generator, turbine, renewal of penstocks, and foundations and exterior cladding of the powerhouse. The Wye Creek scheme has a peak generation output of 1.35 megawatts and an average energy production 10 Gigawatt hours.",EA exisiting generating plants (2015),-45.13885811,168.759312
,Wye Creek,Hydroelectric,Water,,hydrokinetic turbine,,N,1.35,,1.35,,2,"1 x 0.4 MW, 1 x 1 MW",,Operational,,,,,Pioneer Generation,,Trustpower,Embedded,9,,,,OTG - Otago/Southland,SI,HEN0331,HEN,,,"Wye Creek was shut down in 2008 after a pressure build up caused the generator to hurle through a wall into the creek. The scheme is run of the river. Water is collected from small intakes on the north and south branches of Wye Creek which fee 1350m of pipeline varying from 450mm to 600mm in diameter, which in turn supply a small power house downstream of the State Highway 6 road bridge. The scheme was upgraded in 1991 with the addition of a generator, turbine, renewal of penstocks, and foundations and exterior cladding of the powerhouse. The Wye Creek scheme has a peak generation output of 1.35 megawatts and an average energy production 10 Gigawatt hours.","EA exisiting generating plants (2015), https://pioneerenergy.co.nz/our-history/",-45.13885811,168.759312
,Wye Creek,Hydroelectric,Water,,hydrokinetic turbine,,N,0.4,,0.4,,1,1 x 0.4 MW,,,,,,,Pioneer Generation,,Trustpower,Embedded,,,,,OTG - Otago/Southland,SI,HEN0331,HEN,,,"Wye Creek was shut down in 2008 after a pressure build up caused the generator to hurle through a wall into the creek. The scheme is run of the river. Water is collected from small intakes on the north and south branches of Wye Creek which fee 1350m of pipeline varying from 450mm to 600mm in diameter, which in turn supply a small power house downstream of the State Highway 6 road bridge. The scheme was upgraded in 1991 with the addition of a generator, turbine, renewal of penstocks, and foundations and exterior cladding of the powerhouse. The Wye Creek scheme has a peak generation output of 1.35 megawatts and an average energy production 10 Gigawatt hours.",EA exisiting generating plants (2015),-45.13885811,168.759312
